code_cluster,mois,pression_station,température,précipitations_24_dernières_heures,Rafale sur les 10 dernières minutes
9,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
9,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
9,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
10,1,100738.35018196523,3.9377678932470905,4319.6,5.573271330367975
10,2,100732.33842010771,5.43164272890487,3317.7,5.966741472172352
10,3,100386.49773382777,7.265595385249301,3421.3,5.778903996703749
10,4,100466.45527089458,10.043553128937445,2573.1,4.973162536749265
10,5,100518.08225108225,14.098961038961061,3466.8,4.81051948051948
10,6,100480.6230248307,18.24261851015804,5009.9,4.444695259593679
10,7,100536.3494025546,19.799752781211396,4698.9,4.686979810465595
10,8,100538.75677930747,19.61919065498542,2523.7,4.359240717563622
10,9,100609.58417440452,15.723617278966517,3847.7,4.5
10,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
10,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
10,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
11,1,100738.35018196523,3.9377678932470905,4319.6,5.573271330367975
11,2,100732.33842010771,5.43164272890487,3317.7,5.966741472172352
11,3,100386.49773382777,7.265595385249301,3421.3,5.778903996703749
11,4,100466.45527089458,10.043553128937445,2573.1,4.973162536749265
11,5,100518.08225108225,14.098961038961061,3466.8,4.81051948051948
11,6,100480.6230248307,18.24261851015804,5009.9,4.444695259593679
11,7,100536.3494025546,19.799752781211396,4698.9,4.686979810465595
11,8,100538.75677930747,19.61919065498542,2523.7,4.359240717563622
11,9,100609.58417440452,15.723617278966517,3847.7,4.5
11,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
11,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
11,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
12,1,100738.35018196523,3.9377678932470905,4319.6,5.573271330367975
12,2,100732.33842010771,5.43164272890487,3317.7,5.966741472172352
12,3,100386.49773382777,7.265595385249301,3421.3,5.778903996703749
12,4,100466.45527089458,10.043553128937445,2573.1,4.973162536749265
12,5,100518.08225108225,14.098961038961061,3466.8,4.81051948051948
12,6,100480.6230248307,18.24261851015804,5009.9,4.444695259593679
12,7,100536.3494025546,19.799752781211396,4698.9,4.686979810465595
12,8,100538.75677930747,19.61919065498542,2523.7,4.359240717563622
12,9,100609.58417440452,15.723617278966517,3847.7,4.5
12,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
12,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
12,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
13,1,98148.96756509822,4.6032891731384415,1738.4,5.365280950205573
13,2,98043.33509793541,6.721916357861325,1021.1,5.607676019057703
13,3,97690.29985721085,8.774440742503593,1874.4,5.92574964302713
13,4,97704.26897844423,11.329147141518298,3146.5,5.457731958762886
13,5,97781.4,15.170476190476215,4598.4,5.004619047619048
13,6,97793.50571854798,19.765539532570887,6952.8,4.47672799602188
13,7,97905.45544066963,21.69305760709013,2462.5,4.273658296405711
13,8,97890.59301769489,21.69115255858443,3343.1,4.093974175035868
13,9,97957.59355755567,17.34599715774517,3940.0,4.226480341070583
13,10,97923.18633808906,13.383138780804172,2860.9,4.779853004755728
13,11,97843.53372434017,8.706109481915957,2440.5,4.964565004887586
13,12,98188.60120426123,5.732468735525729,2264.1,5.152339045854562
14,1,98148.96756509822,4.6032891731384415,1738.4,5.365280950205573
14,2,98043.33509793541,6.721916357861325,1021.1,5.607676019057703
14,3,97690.29985721085,8.774440742503593,1874.4,5.92574964302713
14,4,97704.26897844423,11.329147141518298,3146.5,5.457731958762886
14,5,97781.4,15.170476190476215,4598.4,5.004619047619048
14,6,97793.50571854798,19.765539532570887,6952.8,4.47672799602188
14,7,97905.45544066963,21.69305760709013,2462.5,4.273658296405711
14,8,97890.59301769489,21.69115255858443,3343.1,4.093974175035868
14,9,97957.59355755567,17.34599715774517,3940.0,4.226480341070583
14,10,97923.18633808906,13.383138780804172,2860.9,4.779853004755728
14,11,97843.53372434017,8.706109481915957,2440.5,4.964565004887586
14,12,98188.60120426123,5.732468735525729,2264.1,5.152339045854562
15,1,98148.96756509822,4.6032891731384415,1738.4,5.365280950205573
15,2,98043.33509793541,6.721916357861325,1021.1,5.607676019057703
15,3,97690.29985721085,8.774440742503593,1874.4,5.92574964302713
15,4,97704.26897844423,11.329147141518298,3146.5,5.457731958762886
15,5,97781.4,15.170476190476215,4598.4,5.004619047619048
15,6,97793.50571854798,19.765539532570887,6952.8,4.47672799602188
15,7,97905.45544066963,21.69305760709013,2462.5,4.273658296405711
15,8,97890.59301769489,21.69115255858443,3343.1,4.093974175035868
15,9,97957.59355755567,17.34599715774517,3940.0,4.226480341070583
15,10,97923.18633808906,13.383138780804172,2860.9,4.779853004755728
15,11,97843.53372434017,8.706109481915957,2440.5,4.964565004887586
15,12,98188.60120426123,5.732468735525729,2264.1,5.152339045854562
16,1,91653.99902104748,1.9264317180616972,3681.1,4.984924131179638
16,2,91542.73058884835,4.265711307972926,3499.7,5.203804064616988
16,3,91311.61042944786,7.0618098159509435,3676.5,5.941513292433538
16,4,91463.75525210085,10.995010504201703,3178.6,5.946901260504202
16,5,91477.40462117142,13.960182697474501,5025.9,5.228210639441161
16,6,91687.55157437568,18.735613463626517,4188.6,5.123452768729641
16,7,91725.95560368165,21.586464537087192,2340.1,5.357227937195452
16,8,91794.95638789123,20.968650590046202,2995.7,5.120061570035916
16,9,91787.76197998947,15.914218009478697,3622.1,4.686940494997367
16,10,91750.78627968338,11.51039577836414,5498.3,4.72401055408971
16,11,91681.01557632399,6.313271028037406,4052.1,4.800436137071651
16,12,91935.58687852383,2.6131727319323654,3740.3,4.285340850845721
17,1,101519.38246191849,7.656072457801588,2271.4,6.703952243721696
17,2,101551.92808988765,9.561258426966315,2499.3,6.481573033707865
17,3,101163.0986492018,11.634670487106039,3802.1,7.015513712648383
17,4,101091.03962505326,14.550234341712848,2986.3,7.189305496378355
17,5,101092.93844856661,18.638322091062417,2638.1,7.000674536256323
17,6,101099.53271028037,23.89188615123197,1346.9,6.708538657604078
17,7,101079.36687631028,26.305408805031472,703.6,7.080754716981131
17,8,101103.13562836997,25.635130651182106,1807.6,6.721401907922024
17,9,101268.42806742454,21.279498235985912,4085.6,6.412700901607213
17,10,101333.36173508909,17.162587141750606,5634.7,6.3193261037955075
17,11,101251.48384353741,12.090773809523833,6428.7,6.509226190476191
17,12,101629.39591836734,8.853020408163289,3014.7,5.609551020408163
18,1,101447.4938169827,9.486479802143467,3438.5,6.445136026380874
18,2,101528.6012715713,10.790145322434173,4799.3,5.66952770208901
18,3,101160.38208709942,12.244823336072331,5479.2,5.930402629416598
18,4,101100.05046257359,14.754583683767894,5708.3,5.326829268292683
18,5,101099.50267159885,18.189971228935494,3437.8,4.7637073571722155
18,6,101144.27253668763,22.816142557652014,1662.6,4.453081761006289
18,7,101078.22976287817,25.519174161897,691.5,4.474080130825838
18,8,101091.92903752039,25.86994290375206,1118.8,4.524469820554649
18,9,101249.5107632094,22.151780821917832,4594.2,5.273737769080235
18,10,101375.08345978755,18.142488619119902,9041.0,5.496585735963581
18,11,101230.45592705168,13.318801563178486,6204.7,6.21411202778984
18,12,101564.03021641486,10.196570028583118,5586.6,6.388934258881176
19,1,91653.99902104748,1.9264317180616972,3681.1,4.984924131179638
19,2,91542.73058884835,4.265711307972926,3499.7,5.203804064616988
19,3,91311.61042944786,7.0618098159509435,3676.5,5.941513292433538
19,4,91463.75525210085,10.995010504201703,3178.6,5.946901260504202
19,5,91477.40462117142,13.960182697474501,5025.9,5.228210639441161
19,6,91687.55157437568,18.735613463626517,4188.6,5.123452768729641
19,7,91725.95560368165,21.586464537087192,2340.1,5.357227937195452
19,8,91794.95638789123,20.968650590046202,2995.7,5.120061570035916
19,9,91787.76197998947,15.914218009478697,3622.1,4.686940494997367
19,10,91750.78627968338,11.51039577836414,5498.3,4.72401055408971
19,11,91681.01557632399,6.313271028037406,4052.1,4.800436137071651
19,12,91935.58687852383,2.6131727319323654,3740.3,4.285340850845721
20,1,101519.38246191849,7.656072457801588,2271.4,6.703952243721696
20,2,101551.92808988765,9.561258426966315,2499.3,6.481573033707865
20,3,101163.0986492018,11.634670487106039,3802.1,7.015513712648383
20,4,101091.03962505326,14.550234341712848,2986.3,7.189305496378355
20,5,101092.93844856661,18.638322091062417,2638.1,7.000674536256323
20,6,101099.53271028037,23.89188615123197,1346.9,6.708538657604078
20,7,101079.36687631028,26.305408805031472,703.6,7.080754716981131
20,8,101103.13562836997,25.635130651182106,1807.6,6.721401907922024
20,9,101268.42806742454,21.279498235985912,4085.6,6.412700901607213
20,10,101333.36173508909,17.162587141750606,5634.7,6.3193261037955075
20,11,101251.48384353741,12.090773809523833,6428.7,6.509226190476191
20,12,101629.39591836734,8.853020408163289,3014.7,5.609551020408163
21,1,101447.4938169827,9.486479802143467,3438.5,6.445136026380874
21,2,101528.6012715713,10.790145322434173,4799.3,5.66952770208901
21,3,101160.38208709942,12.244823336072331,5479.2,5.930402629416598
21,4,101100.05046257359,14.754583683767894,5708.3,5.326829268292683
21,5,101099.50267159885,18.189971228935494,3437.8,4.7637073571722155
21,6,101144.27253668763,22.816142557652014,1662.6,4.453081761006289
21,7,101078.22976287817,25.519174161897,691.5,4.474080130825838
21,8,101091.92903752039,25.86994290375206,1118.8,4.524469820554649
21,9,101249.5107632094,22.151780821917832,4594.2,5.273737769080235
21,10,101375.08345978755,18.142488619119902,9041.0,5.496585735963581
21,11,101230.45592705168,13.318801563178486,6204.7,6.21411202778984
21,12,101564.03021641486,10.196570028583118,5586.6,6.388934258881176
22,1,91653.99902104748,1.9264317180616972,3681.1,4.984924131179638
22,2,91542.73058884835,4.265711307972926,3499.7,5.203804064616988
22,3,91311.61042944786,7.0618098159509435,3676.5,5.941513292433538
22,4,91463.75525210085,10.995010504201703,3178.6,5.946901260504202
22,5,91477.40462117142,13.960182697474501,5025.9,5.228210639441161
22,6,91687.55157437568,18.735613463626517,4188.6,5.123452768729641
22,7,91725.95560368165,21.586464537087192,2340.1,5.357227937195452
22,8,91794.95638789123,20.968650590046202,2995.7,5.120061570035916
22,9,91787.76197998947,15.914218009478697,3622.1,4.686940494997367
22,10,91750.78627968338,11.51039577836414,5498.3,4.72401055408971
22,11,91681.01557632399,6.313271028037406,4052.1,4.800436137071651
22,12,91935.58687852383,2.6131727319323654,3740.3,4.285340850845721
23,1,101447.4938169827,9.486479802143467,3438.5,6.445136026380874
23,2,101528.6012715713,10.790145322434173,4799.3,5.66952770208901
23,3,101160.38208709942,12.244823336072331,5479.2,5.930402629416598
23,4,101100.05046257359,14.754583683767894,5708.3,5.326829268292683
23,5,101099.50267159885,18.189971228935494,3437.8,4.7637073571722155
23,6,101144.27253668763,22.816142557652014,1662.6,4.453081761006289
23,7,101078.22976287817,25.519174161897,691.5,4.474080130825838
23,8,101091.92903752039,25.86994290375206,1118.8,4.524469820554649
23,9,101249.5107632094,22.151780821917832,4594.2,5.273737769080235
23,10,101375.08345978755,18.142488619119902,9041.0,5.496585735963581
23,11,101230.45592705168,13.318801563178486,6204.7,6.21411202778984
23,12,101564.03021641486,10.196570028583118,5586.6,6.388934258881176
24,1,92262.8349944629,1.6459210040605619,3439.0,5.003617571059431
24,2,92227.83187682064,3.1732833957553286,2341.5,5.146317103620475
24,3,91966.8446969697,5.31416666666669,4020.9,5.725492424242424
24,4,91984.68217054264,8.158759689922505,4103.1,5.4657364341085275
24,5,92108.23712948518,11.960062402496122,6555.9,5.1180967238689545
24,6,92235.43486973947,16.9785971943888,7048.6,4.560320641282565
24,7,92330.19852082523,19.180342545737666,4250.2,4.59116387699494
24,8,92331.59907300115,18.560602549246838,4488.9,4.248281189648512
24,9,92332.1768172888,13.917053045186664,5913.0,4.138310412573674
24,10,92262.41089307169,10.384301161393696,4288.0,4.397316780136164
24,11,92069.28816466553,5.484691252144105,5103.5,4.710548885077187
24,12,92356.04391371341,2.816255778120208,3967.9,4.472804314329738
25,1,101180.22023142964,5.937775289287069,4233.1,7.17010078387458
25,2,101107.01754385965,7.564218686250531,3508.9,6.614443084455324
25,3,100744.33510638298,10.215311550152,5783.9,6.202507598784194
25,4,100691.22291021672,13.412577399380828,5494.8,6.520588235294118
25,5,100678.68131868132,17.2716180371353,6135.7,6.393027661993179
25,6,100674.04642166344,22.49562862669248,5772.7,5.995744680851064
25,7,100674.91281273692,24.905686125852945,2854.7,6.721266110689917
25,8,100685.987933635,24.385822021116162,2622.1,6.359954751131221
25,9,100849.2061008995,19.585569026202606,7567.0,5.457723895189675
25,10,100924.2522106882,15.043752402921976,9438.4,5.842637447135718
25,11,100863.23240938166,9.58895522388062,8356.5,5.872878464818763
25,12,101246.14579439252,6.683663551401892,5212.3,6.080448598130841
26,1,101180.22023142964,5.937775289287069,4233.1,7.17010078387458
26,2,101107.01754385965,7.564218686250531,3508.9,6.614443084455324
26,3,100744.33510638298,10.215311550152,5783.9,6.202507598784194
26,4,100691.22291021672,13.412577399380828,5494.8,6.520588235294118
26,5,100678.68131868132,17.2716180371353,6135.7,6.393027661993179
26,6,100674.04642166344,22.49562862669248,5772.7,5.995744680851064
26,7,100674.91281273692,24.905686125852945,2854.7,6.721266110689917
26,8,100685.987933635,24.385822021116162,2622.1,6.359954751131221
26,9,100849.2061008995,19.585569026202606,7567.0,5.457723895189675
26,10,100924.2522106882,15.043752402921976,9438.4,5.842637447135718
26,11,100863.23240938166,9.58895522388062,8356.5,5.872878464818763
26,12,101246.14579439252,6.683663551401892,5212.3,6.080448598130841
27,1,101180.22023142964,5.937775289287069,4233.1,7.17010078387458
27,2,101107.01754385965,7.564218686250531,3508.9,6.614443084455324
27,3,100744.33510638298,10.215311550152,5783.9,6.202507598784194
27,4,100691.22291021672,13.412577399380828,5494.8,6.520588235294118
27,5,100678.68131868132,17.2716180371353,6135.7,6.393027661993179
27,6,100674.04642166344,22.49562862669248,5772.7,5.995744680851064
27,7,100674.91281273692,24.905686125852945,2854.7,6.721266110689917
27,8,100685.987933635,24.385822021116162,2622.1,6.359954751131221
27,9,100849.2061008995,19.585569026202606,7567.0,5.457723895189675
27,10,100924.2522106882,15.043752402921976,9438.4,5.842637447135718
27,11,100863.23240938166,9.58895522388062,8356.5,5.872878464818763
27,12,101246.14579439252,6.683663551401892,5212.3,6.080448598130841
28,1,99207.86214522668,4.299631404349452,5032.3,5.668669369701438
28,2,99139.03238866397,6.553279352226743,3322.9,5.803562753036437
28,3,98799.78912319645,9.21361450240476,5247.5,5.785312615612283
28,4,98763.87950882579,12.500038372985442,5480.0,5.91615502686109
28,5,98781.10812883436,16.20563650306751,7260.7,5.651878834355828
28,6,98806.03780864198,21.33109567901237,7052.7,5.412345679012345
28,7,98857.34549516009,23.280789277736435,3881.1,5.428704393149665
28,8,98856.96235557212,22.900484532240053,5307.1,5.230860976518822
28,9,98963.25181505541,18.41146350783342,6204.0,4.942911730989683
28,10,98993.84382107657,13.806444275966664,8537.5,5.326042456406369
28,11,98921.86947368422,8.243284210526339,5186.5,5.020378947368421
28,12,99266.41243983709,5.347982228804169,5744.0,5.2262125138837465
29,1,92262.8349944629,1.6459210040605619,3439.0,5.003617571059431
29,2,92227.83187682064,3.1732833957553286,2341.5,5.146317103620475
29,3,91966.8446969697,5.31416666666669,4020.9,5.725492424242424
29,4,91984.68217054264,8.158759689922505,4103.1,5.4657364341085275
29,5,92108.23712948518,11.960062402496122,6555.9,5.1180967238689545
29,6,92235.43486973947,16.9785971943888,7048.6,4.560320641282565
29,7,92330.19852082523,19.180342545737666,4250.2,4.59116387699494
29,8,92331.59907300115,18.560602549246838,4488.9,4.248281189648512
29,9,92332.1768172888,13.917053045186664,5913.0,4.138310412573674
29,10,92262.41089307169,10.384301161393696,4288.0,4.397316780136164
29,11,92069.28816466553,5.484691252144105,5103.5,4.710548885077187
29,12,92356.04391371341,2.816255778120208,3967.9,4.472804314329738
30,1,101180.22023142964,5.937775289287069,4233.1,7.17010078387458
30,2,101107.01754385965,7.564218686250531,3508.9,6.614443084455324
30,3,100744.33510638298,10.215311550152,5783.9,6.202507598784194
30,4,100691.22291021672,13.412577399380828,5494.8,6.520588235294118
30,5,100678.68131868132,17.2716180371353,6135.7,6.393027661993179
30,6,100674.04642166344,22.49562862669248,5772.7,5.995744680851064
30,7,100674.91281273692,24.905686125852945,2854.7,6.721266110689917
30,8,100685.987933635,24.385822021116162,2622.1,6.359954751131221
30,9,100849.2061008995,19.585569026202606,7567.0,5.457723895189675
30,10,100924.2522106882,15.043752402921976,9438.4,5.842637447135718
30,11,100863.23240938166,9.58895522388062,8356.5,5.872878464818763
30,12,101246.14579439252,6.683663551401892,5212.3,6.080448598130841
31,1,100738.35018196523,3.9377678932470905,4319.6,5.573271330367975
31,2,100732.33842010771,5.43164272890487,3317.7,5.966741472172352
31,3,100386.49773382777,7.265595385249301,3421.3,5.778903996703749
31,4,100466.45527089458,10.043553128937445,2573.1,4.973162536749265
31,5,100518.08225108225,14.098961038961061,3466.8,4.81051948051948
31,6,100480.6230248307,18.24261851015804,5009.9,4.444695259593679
31,7,100536.3494025546,19.799752781211396,4698.9,4.686979810465595
31,8,100538.75677930747,19.61919065498542,2523.7,4.359240717563622
31,9,100609.58417440452,15.723617278966517,3847.7,4.5
31,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
31,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
31,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
32,1,100738.35018196523,3.9377678932470905,4319.6,5.573271330367975
32,2,100732.33842010771,5.43164272890487,3317.7,5.966741472172352
32,3,100386.49773382777,7.265595385249301,3421.3,5.778903996703749
32,4,100466.45527089458,10.043553128937445,2573.1,4.973162536749265
32,5,100518.08225108225,14.098961038961061,3466.8,4.81051948051948
32,6,100480.6230248307,18.24261851015804,5009.9,4.444695259593679
32,7,100536.3494025546,19.799752781211396,4698.9,4.686979810465595
32,8,100538.75677930747,19.61919065498542,2523.7,4.359240717563622
32,9,100609.58417440452,15.723617278966517,3847.7,4.5
32,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
32,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
32,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
33,1,100738.35018196523,3.9377678932470905,4319.6,5.573271330367975
33,2,100732.33842010771,5.43164272890487,3317.7,5.966741472172352
33,3,100386.49773382777,7.265595385249301,3421.3,5.778903996703749
33,4,100466.45527089458,10.043553128937445,2573.1,4.973162536749265
33,5,100518.08225108225,14.098961038961061,3466.8,4.81051948051948
33,6,100480.6230248307,18.24261851015804,5009.9,4.444695259593679
33,7,100536.3494025546,19.799752781211396,4698.9,4.686979810465595
33,8,100538.75677930747,19.61919065498542,2523.7,4.359240717563622
33,9,100609.58417440452,15.723617278966517,3847.7,4.5
33,10,100587.80534351146,11.971526717557275,4905.0,4.663740458015267
33,11,100437.6530612245,7.398426870748322,3633.8,5.1656462585034015
33,12,100711.04391052196,5.527091963546005,3919.0,5.514291632145816
34,1,97276.62621359223,4.908535598705524,7548.1,3.7808252427184468
34,2,97148.76950512706,6.981720909496233,6310.8,4.049175211769951
34,3,96834.11384739605,9.081186919660903,5646.7,4.323859507468712
34,4,96753.59523809524,11.597817460317483,6923.5,3.958849206349206
34,5,96893.69863013699,14.761956947162451,8891.5,3.8706849315068497
34,6,96906.80241935483,19.107056451612927,6696.8,3.4059677419354837
34,7,97022.89106671693,20.876064832265385,4975.4,3.5687900490011306
34,8,96990.85346843336,20.942478565861286,5074.9,3.382501948558067
34,9,97030.42147117296,17.37626242544734,6373.6,3.3058051689860837
34,10,96907.69904126719,13.903626511046292,5771.0,3.3358899541475617
34,11,96929.93412384717,8.722002635046136,7696.1,3.3493631971892843
34,12,97282.32189973615,6.538673200150796,8228.6,3.6212966453071993
35,1,97276.62621359223,4.908535598705524,7548.1,3.7808252427184468
35,2,97148.76950512706,6.981720909496233,6310.8,4.049175211769951
35,3,96834.11384739605,9.081186919660903,5646.7,4.323859507468712
35,4,96753.59523809524,11.597817460317483,6923.5,3.958849206349206
35,5,96893.69863013699,14.761956947162451,8891.5,3.8706849315068497
35,6,96906.80241935483,19.107056451612927,6696.8,3.4059677419354837
35,7,97022.89106671693,20.876064832265385,4975.4,3.5687900490011306
35,8,96990.85346843336,20.942478565861286,5074.9,3.382501948558067
35,9,97030.42147117296,17.37626242544734,6373.6,3.3058051689860837
35,10,96907.69904126719,13.903626511046292,5771.0,3.3358899541475617
35,11,96929.93412384717,8.722002635046136,7696.1,3.3493631971892843
35,12,97282.32189973615,6.538673200150796,8228.6,3.6212966453071993
36,1,101514.96517820565,8.968414584186831,2886.9,8.136911102007375
